Familiar;2
Quotations;2
But it does nt leave you with much  ;1
it does nt leave you with much  ;1
does nt leave you with much  ;1
does nt leave you with much;1
does nt;1
does;2
nt;2
leave you with much;2
leave you;2
leave;1
you;2
with much;2
You could hate it for the same reason  ;1
could hate it for the same reason  ;1
could hate it for the same reason;0
could;2
hate it for the same reason;1
hate it;0
hate;0
for the same reason;2
the same reason;2
same reason;2
same;2
reason;2
There s little to recommend Snow Dogs  unless one considers cliched dialogue and perverse escapism a source of high hilarity  ;1
There;2
s little to recommend Snow Dogs  unless one considers cliched dialogue and perverse escapism a source of high hilarity  ;1
s little to recommend Snow Dogs  unless one considers cliched dialogue and perverse escapism a source of high hilarity;1
s little to recommend Snow Dogs ;1
s little to recommend Snow Dogs;1
little to recommend Snow Dogs;2
little;2
to recommend Snow Dogs;2
recommend Snow Dogs;4
recommend;3
Snow Dogs;2
Snow;2
Dogs;2
unless one considers cliched dialogue and perverse escapism a source of high hilarity;1
unless;2
one considers cliched dialogue and perverse escapism a source of high hilarity;2
considers cliched dialogue and perverse escapism a source of high hilarity;2
considers;2
cliched dialogue and perverse escapism a source of high hilarity;1
cliched dialogue and perverse escapism;1
cliched dialogue and;1
cliched dialogue;1
cliched;1
dialogue;2
perverse escapism;2
perverse;1
escapism;2
a source of high hilarity;3
a source;2
source;2
of high hilarity;3
high hilarity;4
high;3
hilarity;3
Kung Pow is Oedekerk s realization of his childhood dream to be in a martial arts flick  and proves that sometimes the dreams of youth should remain just that  ;1
Kung Pow;2
Kung;2
Pow;3
is Oedekerk s realization of his childhood dream to be in a martial arts flick  and proves that sometimes the dreams of youth should remain just that  ;2
is Oedekerk s realization of his childhood dream to be in a martial arts flick  and proves that sometimes the dreams of youth should remain just that;0
is Oedekerk s realization of his childhood dream to be in a martial arts flick  and;2
is Oedekerk s realization of his childhood dream to be in a martial arts flick ;2
is Oedekerk s realization of his childhood dream to be in a martial arts flick;2
Oedekerk s realization of his childhood dream to be in a martial arts flick;2
Oedekerk s realization of his childhood dream;2
Oedekerk s realization;2
Oedekerk s;2
Oedekerk;2
realization;2
of his childhood dream;2
his childhood dream;2
his;2
childhood dream;2
childhood;2
dream;3
to be in a martial arts flick;2
be in a martial arts flick;2
be;2
in a martial arts flick;2
a martial arts flick;2
martial arts flick;2
martial arts;2
flick;2
proves that sometimes the dreams of youth should remain just that;1
proves;2
that sometimes the dreams of youth should remain just that;1
sometimes the dreams of youth should remain just that;1
sometimes;2
the dreams of youth should remain just that;2
the dreams of youth;3
the dreams;2
dreams;2
of youth;2
youth;2
should remain just that;2
should;2
remain just that;2
remain;2
just that;2
just;2
The performances are an absolute joy  ;4
The performances;2
performances;2
are an absolute joy  ;4
are an absolute joy;3
are;2
an absolute joy;4
an;2
absolute joy;3
absolute;2
joy;4
Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense  ;3
Fresnadillo;2
has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense  ;3
has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense;3
has;2
something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense;3
something;2
serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense;2
serious;2
to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense;3
say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense;2
say;2
about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense;2
about;2
the ways in which extravagant chance can distort our perspective and throw us off the path of good sense;1
the ways;2
ways;2
in which extravagant chance can distort our perspective and throw us off the path of good sense;2
in which;2
extravagant chance can distort our perspective and throw us off the path of good sense;2
extravagant chance;2
extravagant;4
chance;2
can distort our perspective and throw us off the path of good sense;2
can;2
distort our perspective and throw us off the path of good sense;2
distort our perspective and;2
distort our perspective;2
distort;2
our perspective;2
our;2
perspective;2
throw us off the path of good sense;2
throw us;2
throw;2
us;3
off the path of good sense;1
off;1
the path of good sense;2
the path;2
path;2
of good sense;3
good sense;3
sense;2
I still like Moonlight Mile  better judgment be damned  ;3
still like Moonlight Mile  better judgment be damned  ;3
still;2
like Moonlight Mile  better judgment be damned  ;2
like Moonlight Mile  better judgment be damned;2
Moonlight Mile  better judgment be damned;2
Moonlight Mile  better judgment;2
Moonlight;2
Mile  better judgment;2
Mile;2
 better judgment;2
better judgment;2
better;4
judgment;2
be damned;2
damned;1
A welcome relief from baseball movies that try too hard to be mythic  this one is a sweet and modest and ultimately winning story  ;3
A welcome relief from baseball movies that try too hard to be mythic;3
A welcome relief;3
welcome relief;3
welcome;2
relief;2
from baseball movies that try too hard to be mythic;1
baseball movies that try too hard to be mythic;0
baseball movies;2
baseball;2
movies;2
that try too hard to be mythic;1
try too hard to be mythic;1
try;2
too hard to be mythic;1
too;2
hard to be mythic;1
to be mythic;2
be mythic;2
mythic;2
 this one is a sweet and modest and ultimately winning story  ;3
this one is a sweet and modest and ultimately winning story  ;4
is a sweet and modest and ultimately winning story  ;4
is a sweet and modest and ultimately winning story;3
a sweet and modest and ultimately winning story;3
a sweet and modest and;3
a sweet and modest;4
sweet and modest;3
sweet and;3
sweet;4
modest;3
ultimately winning story;4
ultimately;2
winning story;3
winning;3
a bilingual charmer  just like the woman who inspired it;3
a bilingual charmer ;3
a bilingual charmer;3
bilingual charmer;3
bilingual;2
charmer;3
just like the woman who inspired it;2
like the woman who inspired it;2
the woman who inspired it;2
the woman;2
woman;2
who inspired it;2
who;2
inspired it;2
inspired;3
Like a less dizzily gorgeous companion to Mr  Wong s In the Mood for Love    very much a Hong Kong movie despite its mainland setting  ;2
Like a less dizzily gorgeous companion to Mr ;3
a less dizzily gorgeous companion to Mr ;2
a less dizzily gorgeous companion;2
less dizzily gorgeous companion;2
less dizzily gorgeous;2
less;2
dizzily gorgeous;4
dizzily;2
gorgeous;3
companion;3
to Mr ;2
Mr ;2
Wong s In the Mood for Love    very much a Hong Kong movie despite its mainland setting  ;2
Wong;2
s In the Mood for Love    very much a Hong Kong movie despite its mainland setting  ;2
s In the Mood for Love    very much a Hong Kong movie despite its mainland setting;2
s In the Mood for Love    very much a Hong Kong movie;2
In the Mood for Love    very much a Hong Kong movie;3
the Mood for Love    very much a Hong Kong movie;2
the Mood;3
Mood;2
for Love    very much a Hong Kong movie;2
Love    very much a Hong Kong movie;3
Love    very much;4
Love   ;3
Love;4
  ;2
very much;2
very;2
a Hong Kong movie;2
Hong Kong movie;2
Hong;2
Kong movie;2
Kong;2
movie;2
despite its mainland setting;2
despite;2
its mainland setting;3
its;2
mainland setting;2
mainland;2
setting;2
As inept as big screen remakes of The Avengers and The Wild Wild West  ;1
As inept as big screen remakes of The Avengers and The Wild Wild West;2
As inept;1
As;2
inept;1
as big screen remakes of The Avengers and The Wild Wild West;1
big screen remakes of The Avengers and The Wild Wild West;2
big screen remakes;2
big screen;2
remakes;2
of The Avengers and The Wild Wild West;2
The Avengers and The Wild Wild West;2
The Avengers and;2
The Avengers;2
Avengers;2
The Wild Wild West;3
Wild Wild West;2
Wild;3
Wild West;2
West;2
It s everything you d expect    but nothing more  ;2
s everything you d expect    but nothing more  ;1
s everything you d expect    but nothing more;2
everything you d expect    but nothing more;1
everything;2
you d expect    but nothing more;1
d expect    but nothing more;2
d;2
expect    but nothing more;2
expect    but nothing;2
expect   ;2
expect;2
but nothing;2
nothing;1
more;2
Best indie of the year  so far  ;4
Best;4
indie of the year  so far  ;3
indie of the year  so far;4
indie of the year ;3
indie of the year;3
indie;2
of the year;2
the year;2
year;2
so far;2
far;2
Hatfield and Hicks make the oddest of couples  and in this sense the movie becomes a study of the gambles of the publishing world  offering a case study that exists apart from all the movie s political ramifications  ;3
Hatfield and Hicks make the oddest of couples  and in this sense the movie becomes a study of the gambles of the publishing world  offering a case study that exists apart from all the movie s political ramifications;3
Hatfield and Hicks make the oddest of couples  and;2
Hatfield and Hicks make the oddest of couples ;2
Hatfield and Hicks make the oddest of couples;2
Hatfield and Hicks;2
Hatfield and;2
Hatfield;2
Hicks;2
make the oddest of couples;2
make;2
the oddest of couples;2
the oddest;2
oddest;1
of couples;2
couples;2
in this sense the movie becomes a study of the gambles of the publishing world  offering a case study that exists apart from all the movie s political ramifications;3
in this sense;2
this sense;2
the movie becomes a study of the gambles of the publishing world  offering a case study that exists apart from all the movie s political ramifications;2
the movie;2
becomes a study of the gambles of the publishing world  offering a case study that exists apart from all the movie s political ramifications;2
becomes a study of the gambles of the publishing world ;2
becomes a study of the gambles of the publishing world;2
becomes;2
a study of the gambles of the publishing world;2
a study;2
study;2
of the gambles of the publishing world;2
the gambles of the publishing world;2
the gambles;2
gambles;2
of the publishing world;2
the publishing world;2
publishing world;2
publishing;2
world;2
offering a case study that exists apart from all the movie s political ramifications;2
offering;2
a case study that exists apart from all the movie s political ramifications;3
a case study;2
case study;2
case;2
that exists apart from all the movie s political ramifications;2
exists apart from all the movie s political ramifications;2
exists apart;2
exists;2
apart;2
from all the movie s political ramifications;2
all the movie s political ramifications;2
the movie s political ramifications;2
the movie s;2
movie s;2
political ramifications;2
political;2
ramifications;2
It s like going to a house party and watching the host defend himself against a frothing ex girlfriend  ;1
s like going to a house party and watching the host defend himself against a frothing ex girlfriend  ;1
s like going to a house party and watching the host defend himself against a frothing ex girlfriend;1
like going to a house party and watching the host defend himself against a frothing ex girlfriend;1
going to a house party and watching the host defend himself against a frothing ex girlfriend;1
going to a house party and;2
going to a house party;2
going;2
to a house party;2
a house party;2
house party;2
house;2
party;2
watching the host defend himself against a frothing ex girlfriend;2
watching;2
the host defend himself against a frothing ex girlfriend;2
the host;2
host;2
defend himself against a frothing ex girlfriend;2
defend himself;3
defend;2
himself;2
against a frothing ex girlfriend;2
against;2
a frothing ex girlfriend;2
frothing ex girlfriend;2
frothing;1
ex girlfriend;2
That the Chuck Norris    grenade gag  occurs about 7 times during Windtalkers is a good indication of how serious minded the film is  ;2
That the Chuck Norris    grenade gag ;2
the Chuck Norris    grenade gag ;2
Chuck Norris    grenade gag ;2
Chuck;2
Norris    grenade gag ;2
Norris;2
   grenade gag ;2
  ;2
grenade gag ;2
grenade;1
gag ;2
gag;1
;2
occurs about 7 times during Windtalkers is a good indication of how serious minded the film is  ;2
occurs about 7 times during Windtalkers is a good indication of how serious minded the film is;3
occurs;2
about 7 times during Windtalkers is a good indication of how serious minded the film is;2
about 7 times during Windtalkers;2
about 7 times;2
7 times;2
7;2
times;2
during Windtalkers;2
during;2
Windtalkers;2
is a good indication of how serious minded the film is;3
a good indication of how serious minded the film is;3
a good indication;3
good indication;3
indication;2
of how serious minded the film is;2
how serious minded the film is;3
how;2
serious minded the film is;2
serious minded the film;3
serious minded;2
the film;2
film;2
The plot is romantic comedy boilerplate from start to finish  ;2
The plot;2
plot;2
is romantic comedy boilerplate from start to finish  ;2
is romantic comedy boilerplate from start to finish;3
romantic comedy boilerplate from start to finish;2
romantic comedy boilerplate from start;2
romantic comedy boilerplate;1
romantic;2
comedy boilerplate;2
comedy;3
boilerplate;2
from start;2
start;2
to finish;2
finish;2
It arrives with an impeccable pedigree  mongrel pep  and almost indecipherable plot complications  ;2
arrives with an impeccable pedigree  mongrel pep  and almost indecipherable plot complications  ;2
arrives with an impeccable pedigree  mongrel pep  and almost indecipherable plot complications;2
arrives;2
with an impeccable pedigree  mongrel pep  and almost indecipherable plot complications;2
an impeccable pedigree  mongrel pep  and almost indecipherable plot complications;1
an impeccable pedigree  mongrel pep  and almost;2
an impeccable pedigree  mongrel pep  and;2
an impeccable pedigree  mongrel pep ;2
an impeccable pedigree  mongrel pep;3
impeccable pedigree  mongrel pep;3
impeccable;4
pedigree  mongrel pep;2
pedigree;2
 mongrel pep;2
mongrel pep;2
mongrel;1
pep;2
almost;2
indecipherable plot complications;1
indecipherable;2
plot complications;2
complications;1
A film that clearly means to preach exclusively to the converted  ;2
A film that clearly means to;2
A film;2
that clearly means to;2
clearly means to;2
clearly;2
means to;2
means;2
preach exclusively to the converted  ;1
preach exclusively to the converted;2
preach exclusively;2
preach;2
exclusively;2
to the converted;2
the converted;2
converted;2
While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles  it does nt give us a reason to be in the theater beyond Wilde s wit and the actors  performances  ;1
While The Importance of Being Earnest offers opportunities for occasional smiles and chuckles;3
While;2
The Importance of Being Earnest offers opportunities for occasional smiles and chuckles;3
The Importance of Being Earnest;3
of Being Earnest;2
Being Earnest;2
offers opportunities for occasional smiles and chuckles;2
offers opportunities for occasional smiles and;3
offers opportunities for occasional smiles;3
offers;2
opportunities for occasional smiles;2
opportunities;2
for occasional smiles;3
occasional smiles;3
occasional;2
smiles;2
chuckles;1
 it does nt give us a reason to be in the theater beyond Wilde s wit and the actors  performances  ;2
it does nt give us a reason to be in the theater beyond Wilde s wit and the actors  performances  ;2
does nt give us a reason to be in the theater beyond Wilde s wit and the actors  performances  ;2
does nt give us a reason to be in the theater beyond Wilde s wit and the actors  performances;1
give us a reason to be in the theater beyond Wilde s wit and the actors  performances;1
give us;2
give;3
a reason to be in the theater beyond Wilde s wit and the actors  performances;2
reason to be in the theater beyond Wilde s wit and the actors  performances;2
to be in the theater beyond Wilde s wit and the actors  performances;2
be in the theater beyond Wilde s wit and the actors  performances;2
be in the theater;2
in the theater;2
the theater;2
theater;3
beyond Wilde s wit and the actors  performances;2
beyond;2
Wilde s wit and the actors  performances;2
Wilde s wit and;3
Wilde s wit;2
Wilde s;2
Wilde;2
the actors  performances;2
the actors ;2
actors ;2
actors;2
;2
The latest vapid actor s exercise to appropriate the structure of Arthur Schnitzler s Reigen  ;1
The latest;2
latest;2
vapid actor s exercise to appropriate the structure of Arthur Schnitzler s Reigen  ;2
vapid actor s exercise to appropriate the structure of Arthur Schnitzler s Reigen;1
vapid actor s exercise;1
vapid;1
actor s exercise;2
actor s;2
actor;2
exercise;2
to appropriate the structure of Arthur Schnitzler s Reigen;2
appropriate the structure of Arthur Schnitzler s Reigen;2
appropriate the structure;2
appropriate;3
the structure;2
structure;2
of Arthur Schnitzler s Reigen;2
Arthur Schnitzler s Reigen;3
Arthur Schnitzler s;2
Arthur;2
Schnitzler s;2
Schnitzler;2
Reigen;2
More vaudeville show than well constructed narrative  but on those terms it s inoffensive and actually rather sweet  ;2
More vaudeville show than well constructed narrative  but on those terms it s inoffensive and actually rather sweet;3
More vaudeville show than well constructed narrative  but;2
More vaudeville show than well constructed narrative ;1
More vaudeville show than well constructed narrative;1
More vaudeville;2
vaudeville;2
show than well constructed narrative;3
show;2
than well constructed narrative;3
than;2
well constructed narrative;4
well constructed;3
narrative;2
on those terms it s inoffensive and actually rather sweet;3
on those terms;2
on;2
those terms;2
those;2
terms;2
it s inoffensive and actually rather sweet;3
s inoffensive and actually rather sweet;3
inoffensive and actually rather sweet;3
inoffensive and actually;2
inoffensive and;2
inoffensive;1
actually;2
rather sweet;3
rather;2
Nothing more than a run of the mill action flick  ;2
more than a run of the mill action flick  ;2
more than a run of the mill action;3
than a run of the mill action;2
a run of the mill action;2
run of the mill action;1
run of the mill;1
action;2
flick  ;2
Hampered    no  paralyzed    by a self indulgent script     that aims for poetry and ends up sounding like satire  ;0
Hampered    no  paralyzed    by a self indulgent script     that aims for poetry and ends up sounding like satire;1
Hampered    no  paralyzed    by a self indulgent script    ;1
Hampered    no  paralyzed    by a self indulgent script;1
Hampered    no  paralyzed   ;2
Hampered;2
   no  paralyzed   ;2
no  paralyzed   ;2
no  paralyzed;1
no;1
 paralyzed;1
paralyzed;2
by a self indulgent script;1
a self indulgent script;0
self indulgent script;2
self indulgent;1
script;2
   ;2
that aims for poetry and ends up sounding like satire;1
aims for poetry and ends up sounding like satire;1
aims for poetry and;2
aims for poetry;2
aims;2
for poetry;2
poetry;3
ends up sounding like satire;1
ends up;2
ends;2
up;2
sounding like satire;2
sounding;3
like satire;2
satire;2
Ice Age is the first computer generated feature cartoon to feel like other movies  and that makes for some glacial pacing early on  ;2
Ice Age is the first computer generated feature cartoon to feel like other movies  and that makes for some glacial pacing early on;2
Ice Age is the first computer generated feature cartoon to feel like other movies  and;3
Ice Age is the first computer generated feature cartoon to feel like other movies ;2
Ice Age is the first computer generated feature cartoon to feel like other movies;3
Ice Age;2
Ice;2
Age;2
is the first computer generated feature cartoon to feel like other movies;3
the first computer generated feature cartoon to feel like other movies;4
the first computer generated feature cartoon;2
first computer generated feature cartoon;3
first;2
computer generated feature cartoon;2
computer generated;2
feature cartoon;2
feature;2
cartoon;2
to feel like other movies;3
feel like other movies;2
feel;2
like other movies;2
other movies;2
other;2
that makes for some glacial pacing early on;2
makes for some glacial pacing early on;1
makes for some glacial pacing;1
makes;2
for some glacial pacing;2
some glacial pacing;2
glacial pacing;2
glacial;2
pacing;2
early on;2
early;2
There s very little sense to what s going on here  but the makers serve up the cliches with considerable dash  ;2
There s very little sense to what s going on here  but the makers serve up the cliches with considerable dash;1
There s very little sense to what s going on here  but;1
There s very little sense to what s going on here ;0
There s very little sense to what s going on here;1
s very little sense to what s going on here;1
very little sense to what s going on here;1
very little sense;1
very little;2
to what s going on here;2
what s going on here;1
s going on here;2
going on here;2
going on;2
here;2
the makers serve up the cliches with considerable dash;2
the makers;2
makers;2
serve up the cliches with considerable dash;2
serve up;2
serve;2
the cliches with considerable dash;1
the cliches;1
cliches;2
with considerable dash;2
considerable dash;2
considerable;3
dash;2
Cattaneo should have followed the runaway success of his first film  The Full Monty  with something different  ;2
Cattaneo;2
should have followed the runaway success of his first film  The Full Monty  with something different  ;2
should have followed the runaway success of his first film  The Full Monty  with something different;2
have followed the runaway success of his first film  The Full Monty  with something different;2
followed the runaway success of his first film  The Full Monty  with something different;2
followed the runaway success of his first film  The Full Monty ;3
followed;2
the runaway success of his first film  The Full Monty ;4
the runaway success;4
runaway success;3
runaway;2
success;3
of his first film  The Full Monty ;1
his first film  The Full Monty ;2
his first film  The Full Monty;2
his first film ;2
his first film;2
first film;2
The Full Monty;2
Full Monty;2
Full;3
Monty;2
with something different;2
something different;3
different;2
They re the unnamed  easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid  ;1
They;2
re the unnamed  easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid  ;1
re the unnamed  easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid;2
re;2
the unnamed  easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid;1
the unnamed  easily substitutable forces;1
unnamed  easily substitutable forces;2
unnamed  easily substitutable;1
unnamed;2
 easily substitutable;1
easily substitutable;2
easily;3
substitutable;1
forces;2
that serve as whatever terror the heroes of horror movies try to avoid;2
serve as whatever terror the heroes of horror movies try to avoid;2
as whatever terror the heroes of horror movies try to avoid;2
whatever terror the heroes of horror movies try to avoid;1
whatever;1
terror the heroes of horror movies try to avoid;1
terror;1
the heroes of horror movies try to avoid;1
the heroes of horror movies;2
the heroes;2
heroes;3
of horror movies;2
horror movies;2
horror;1
try to avoid;1
to avoid;1
avoid;0
It almost feels as if the movie is more interested in entertaining itself than in amusing us  ;1
almost feels as if the movie is more interested in entertaining itself than in amusing us  ;0
feels as if the movie is more interested in entertaining itself than in amusing us  ;1
feels as if the movie is more interested in entertaining itself than in amusing us;1
feels;2
as if the movie is more interested in entertaining itself than in amusing us;1
if the movie is more interested in entertaining itself than in amusing us;1
if;2
the movie is more interested in entertaining itself than in amusing us;1
is more interested in entertaining itself than in amusing us;1
more interested in entertaining itself than in amusing us;1
more interested in entertaining itself;1
interested in entertaining itself;3
interested;3
in entertaining itself;2
entertaining itself;3
itself;2
than in amusing us;2
in amusing us;3
amusing us;3
amusing;4
The movie s progression into rambling incoherence gives new meaning to the phrase   fatal script error   ;0
The movie s progression into rambling incoherence;0
The movie s progression;3
progression;2
into rambling incoherence;1
into;2
rambling incoherence;1
rambling;1
incoherence;1
gives new meaning to the phrase   fatal script error   ;0
gives new meaning to the phrase   fatal script error  ;2
gives new meaning to the phrase   fatal script error;1
gives new meaning;2
gives;2
new meaning;2
new;3
meaning;2
to the phrase   fatal script error;1
the phrase   fatal script error;1
phrase   fatal script error;1
phrase;2
  fatal script error;0
 ;2
fatal script error;0
fatal;2
script error;1
error;1
Do nt judge this one too soon   it s a dark  gritty story but it takes off in totally unexpected directions and keeps on going  ;3
Do nt judge this one too soon   it s a dark  gritty story but it takes off in totally unexpected directions and keeps on going;2
Do nt judge this one too soon  ;2
Do nt judge this one too soon;3
Do nt;1
Do;2
judge this one too soon;2
judge this one;2
judge;2
too soon;2
soon;2
 ;2
it s a dark  gritty story but it takes off in totally unexpected directions and keeps on going;2
it s a dark  gritty story but;3
it s a dark  gritty story;2
s a dark  gritty story;3
a dark  gritty story;2
dark  gritty story;2
dark;2
 gritty story;2
gritty story;2
gritty;3
it takes off in totally unexpected directions and keeps on going;3
takes off in totally unexpected directions and keeps on going;2
takes off in totally unexpected directions and;3
takes off in totally unexpected directions;3
takes off;2
takes;2
in totally unexpected directions;2
totally unexpected directions;3
totally unexpected;2
totally;2
unexpected;2
directions;2
keeps on going;2
keeps;2
on going;2
So could young romantics out on a date  ;3
could young romantics out on a date  ;2
could young romantics out on a date;3
young romantics out on a date;2
young romantics;4
young;2
romantics;3
out on a date;2
out;1
on a date;2
a date;3
date;2
Tartakovsky s team has some freakish powers of visual charm  but the five writers slip into the modern rut of narrative banality  ;0
Tartakovsky s team has some freakish powers of visual charm  but the five writers slip into the modern rut of narrative banality;1
Tartakovsky s team has some freakish powers of visual charm  but;3
Tartakovsky s team has some freakish powers of visual charm ;3
Tartakovsky s team has some freakish powers of visual charm;3
Tartakovsky s team;2
Tartakovsky s;2
Tartakovsky;2
team;3
has some freakish powers of visual charm;3
some freakish powers of visual charm;2
some freakish powers;2
freakish powers;2
freakish;3
powers;2
of visual charm;3
visual charm;3
visual;2
charm;3
the five writers slip into the modern rut of narrative banality;2
the five writers;3
five writers;2
five;2
writers;2
slip into the modern rut of narrative banality;1
slip;2
into the modern rut of narrative banality;1
the modern rut of narrative banality;1
the modern rut;1
modern rut;2
modern;2
rut;1
of narrative banality;0
narrative banality;1
banality;1
